	id	name	credits	difficulty	grades	student
803	81	General Physics I – Mechanics	4	4.0	4.0	Harry Phillips
804	6	Modern Cosmology	3	3.0	4.0	Amanda Anderson
805	62	Elementary Differential Equations	3	2.0	3.0	Carl Walker
806	62	Classical Mechanics	3	1.0	2.0	Carl Walker
807	21	Elementary Differential Equations	3	2.0	4.0	Mark Thompson
808	33	Linear Algebra	3	2.0	4.0	Jacob Young
809	32	Cosmology and the Structure of the Universe	3	2.0	3.0	Ryan Hall
810	16	Calculus for Science and Engineering I	4	5.0	5.0	Joseph Taylor
811	8	Introduction to Quantum Mechanics II	3	5.0	3.0	Sharon Allen
812	0	Introduction to Abstract Algebra	3	5.0	5.0	Elizabeth White
813	22	Calculus for Science and Engineering I	4	5.0	3.0	Donald White
814	95	Introduction to Abstract Algebra	3	5.0	4.0	Larry Perez
815	15	Fundamentals of Analysis I	3	4.0	3.0	Richard Martinez
816	95	Calculus for Science and Engineering I	4	5.0	4.0	Larry Perez
817	64	Fundamentals of Analysis II	3	1.0	2.0	Ryan Hall
818	32	General Relativity	3	5.0	5.0	Ryan Hall
819	24	Cosmology and the Structure of the Universe	3	2.0	4.0	Paul Lee
820	37	General Physics I – Mechanics	4	4.0	4.0	Stephen King
821	65	Fundamentals of Analysis I	3	4.0	4.0	Roger Young
822	52	Thermodynamics and Statistical Mechanics	3	4.0	3.0	Jerry Torres
823	94	Physical Optics	3	2.0	4.0	Paul Walker
824	47	Introduction to Abstract Algebra	3	5.0	5.0	Raymond Roberts
825	52	Fundamentals of Analysis II	3	1.0	1.0	Jerry Torres
826	67	Introduction to Solid State Physics	3	1.0	2.0	Juan Sanchez
827	72	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Samuel Baker
828	61	Fundamentals of Analysis I	3	4.0	5.0	Kyle Robinson
829	80	Introduction to Complex Analysis	3	4.0	3.0	Adam Carter
830	42	Fundamentals of Analysis I	3	4.0	4.0	Brandon Nelson
831	53	Fundamentals of Analysis I	3	4.0	5.0	Tyler Anderson
832	14	Fundamentals of Analysis I	3	4.0	5.0	David Wilson
833	86	General Physics II – Electricity and Magnetism	4	5.0	4.0	Jeremy White
834	95	Introduction to Quantum Mechanics I	3	5.0	4.0	Larry Perez
835	61	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Kyle Robinson
836	41	Fundamentals of Analysis I	3	4.0	3.0	Scott Adams
837	46	Introduction to Modern Physics	3	1.0	3.0	Frank Mitchell
838	32	Introduction to Complex Analysis	3	4.0	5.0	Ryan Hall
839	78	General Physics I – Mechanics	4	4.0	5.0	Bruce Mitchell
840	87	Elementary Differential Equations	3	2.0	4.0	Aaron Lewis
841	60	Introduction to Complex Analysis	3	4.0	5.0	Walter Clark
842	68	Introduction to Solid State Physics	3	1.0	2.0	Jack Wright
843	87	Linear Algebra	3	2.0	4.0	Aaron Lewis
844	57	Introduction to Quantum Mechanics I	3	5.0	5.0	Adam Baker
845	13	Laser Physics	3	4.0	3.0	William Miller
846	94	Introduction to Quantum Mechanics I	3	5.0	5.0	Paul Walker
847	57	Classical Mechanics	3	1.0	2.0	Adam Baker
848	7	Introduction to Complex Analysis	3	4.0	5.0	Timothy Carter
849	74	Classical Mechanics	3	1.0	2.0	Lawrence Nelson
850	8	Cosmology and the Structure of the Universe	3	2.0	2.0	Sharon Allen
851	98	Fundamentals of Analysis I	3	4.0	5.0	Eugene Allen
852	19	General Physics I – Mechanics	4	4.0	3.0	Daniel Martin
853	50	Fundamentals of Analysis I	3	4.0	4.0	Jack Evans
854	91	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Bobby Martinez
855	75	Classical Mechanics	3	1.0	1.0	Nicholas Hill
856	94	Elementary Differential Equations	3	2.0	4.0	Paul Walker
857	37	Physical Optics	3	2.0	3.0	Stephen King
858	0	Elementary Differential Equations	3	2.0	3.0	Elizabeth White
859	77	Introduction to Quantum Mechanics I	3	5.0	5.0	Benjamin Campbell
860	54	General Physics II – Electricity and Magnetism	4	5.0	5.0	Aaron White
861	23	Introduction to Nuclear and Particle Physics	3	5.0	5.0	Steven Lopez
862	91	General Physics II – Electricity and Magnetism	4	5.0	5.0	Bobby Martinez
863	2	Physical Optics	3	2.0	3.0	Christopher Baker
864	9	Introduction to Quantum Mechanics II	3	5.0	5.0	John Smith
865	14	Classical Mechanics	3	1.0	3.0	David Wilson
866	68	Introduction to Quantum Mechanics II	3	5.0	5.0	Jack Wright
867	38	Introduction to Complex Analysis	3	4.0	5.0	Jonathan Scott
868	65	Classical Mechanics	3	1.0	2.0	Roger Young
869	51	Introduction to Abstract Algebra	3	5.0	5.0	Dennis Turner
870	93	Introduction to Quantum Mechanics II	3	5.0	5.0	Phillip Robinson
871	89	Fundamentals of Analysis I	3	4.0	4.0	Eugene Baker
872	35	Fundamentals of Analysis II	3	1.0	3.0	Nicholas Sanchez
873	2	Linear Algebra	3	2.0	3.0	Christopher Baker
874	70	Introduction to Complex Analysis	3	4.0	3.0	Gerald Scott
875	11	Introduction to Quantum Mechanics I	3	5.0	5.0	Robert Johnson
876	19	General Physics II – Electricity and Magnetism	4	5.0	3.0	Daniel Martin
877	88	Linear Algebra	3	2.0	4.0	Randy Nelson
878	38	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Jonathan Scott
879	14	General Physics I – Mechanics	4	4.0	5.0	David Wilson
880	63	Introduction to Quantum Mechanics II	3	5.0	4.0	Arthur Perez
881	45	Introduction to Quantum Mechanics II	3	5.0	3.0	Gregory Campbell
882	97	Introduction to Quantum Mechanics I	3	5.0	5.0	Howard Young
883	24	Elementary Differential Equations	3	2.0	4.0	Paul Lee
884	30	Physical Optics	3	2.0	3.0	Jason Walker
885	51	Fundamentals of Analysis II	3	1.0	3.0	Dennis Turner
886	43	Introduction to Modern Physics	3	1.0	2.0	Benjamin Hill
887	4	Introduction to Quantum Mechanics II	3	5.0	3.0	Jeffrey Thomas
888	65	General Physics II – Electricity and Magnetism	4	5.0	4.0	Roger Young
889	43	Introduction to Nuclear and Particle Physics	3	5.0	4.0	Benjamin Hill
890	57	Introduction to Modern Physics	3	1.0	2.0	Adam Baker
891	71	Introduction to Solid State Physics	3	1.0	3.0	Keith Green
892	73	Introduction to Nuclear and Particle Physics	3	5.0	5.0	Willie Adams
893	83	General Relativity	3	5.0	4.0	Billy Turner
894	85	Elementary Differential Equations	3	2.0	2.0	Louis Anderson
895	98	Linear Algebra	3	2.0	4.0	Eugene Allen
896	34	General Physics II – Electricity and Magnetism	4	5.0	5.0	Gary Allen
897	28	Classical Mechanics	3	1.0	2.0	Edward Lewis
898	26	General Physics II – Electricity and Magnetism	4	5.0	5.0	Brian Harris
899	3	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Anthony Jones
900	3	Introduction to Modern Physics	3	1.0	2.0	Anthony Jones
901	68	Elementary Differential Equations	3	2.0	3.0	Jack Wright
902	71	Calculus for Science and Engineering II	4	3.0	5.0	Keith Green
903	29	Elementary Differential Equations	3	2.0	4.0	Ronald Robinson
904	86	Elementary Differential Equations	3	2.0	3.0	Jeremy White
905	96	Laser Physics	3	4.0	5.0	Carl Hall
906	5	Introduction to Abstract Algebra	3	5.0	5.0	Andrew White
907	33	General Physics I – Mechanics	4	4.0	5.0	Jacob Young
908	93	General Physics II – Electricity and Magnetism	4	5.0	5.0	Phillip Robinson
909	25	General Physics I – Mechanics	4	4.0	5.0	Kevin Gonzalez
910	5	Calculus for Science and Engineering I	4	5.0	5.0	Andrew White
911	49	Introduction to Abstract Algebra	3	5.0	3.0	Alexander Phillips
912	52	Fundamentals of Analysis I	3	4.0	3.0	Jerry Torres
913	27	Introduction to Quantum Mechanics II	3	5.0	4.0	George Clark
914	72	Fundamentals of Analysis II	3	1.0	3.0	Samuel Baker
915	34	Linear Algebra	3	2.0	3.0	Gary Allen
916	95	Introduction to Complex Analysis	3	4.0	4.0	Larry Perez
917	60	Introduction to Quantum Mechanics II	3	5.0	5.0	Walter Clark
918	8	Elementary Differential Equations	3	2.0	2.0	Sharon Allen
919	77	General Physics II – Electricity and Magnetism	4	5.0	5.0	Benjamin Campbell
920	4	Modern Cosmology	3	3.0	2.0	Jeffrey Thomas
921	90	Calculus for Science and Engineering I	4	5.0	5.0	Raymond Wilson
922	1	Introduction to Nuclear and Particle Physics	3	5.0	5.0	Jennifer Jones
923	62	Linear Algebra	3	2.0	3.0	Carl Walker
924	75	Fundamentals of Analysis I	3	4.0	3.0	Nicholas Hill
925	35	Introduction to Quantum Mechanics I	3	5.0	5.0	Nicholas Sanchez
926	18	Introduction to Solid State Physics	3	1.0	3.0	Charles Moore
927	35	Linear Algebra	3	2.0	4.0	Nicholas Sanchez
928	84	Laser Physics	3	4.0	5.0	Steve Torres
929	45	Introduction to Quantum Mechanics I	3	5.0	3.0	Gregory Campbell
930	81	Linear Algebra	3	2.0	3.0	Harry Phillips
931	29	Fundamentals of Analysis I	3	4.0	5.0	Ronald Robinson
932	94	Introduction to Quantum Mechanics II	3	5.0	5.0	Paul Walker
933	4	Fundamentals of Analysis I	3	4.0	3.0	Jeffrey Thomas
934	56	Elementary Differential Equations	3	2.0	4.0	Douglas Nelson
935	15	Calculus for Science and Engineering I	4	5.0	3.0	Richard Martinez
936	48	Introduction to Complex Analysis	3	4.0	5.0	Patrick Carter
937	28	Introduction to Quantum Mechanics II	3	5.0	5.0	Edward Lewis
938	59	Introduction to Solid State Physics	3	1.0	2.0	Zachary Martinez
939	25	Linear Algebra	3	2.0	4.0	Kevin Gonzalez
940	10	Fundamentals of Analysis II	3	1.0	2.0	Patricia Brown
941	92	Fundamentals of Analysis I	3	4.0	5.0	Johnny Clark
942	32	Laser Physics	3	4.0	5.0	Ryan Hall
943	29	General Physics II – Electricity and Magnetism	4	5.0	5.0	Ronald Robinson
944	75	Linear Algebra	3	2.0	2.0	Nicholas Hill
945	67	Fundamentals of Analysis II	3	1.0	2.0	Juan Sanchez
946	66	Fundamentals of Analysis II	3	1.0	2.0	Joe Allen
947	95	General Physics I – Mechanics	4	4.0	4.0	Larry Perez
948	77	Introduction to Nuclear and Particle Physics	3	5.0	5.0	Benjamin Campbell
949	38	Calculus for Science and Engineering II	4	3.0	4.0	Jonathan Scott
950	92	Introduction to Complex Analysis	3	4.0	5.0	Johnny Clark
951	53	Introduction to Quantum Mechanics II	3	5.0	5.0	Tyler Anderson
952	0	Physical Optics	3	2.0	3.0	Elizabeth White
953	32	Elementary Differential Equations	3	2.0	3.0	Ryan Hall
954	17	Introduction to Modern Physics	3	1.0	3.0	Thomas Hernandez
955	98	Introduction to Solid State Physics	3	1.0	3.0	Eugene Allen
956	48	Linear Algebra	3	2.0	4.0	Patrick Carter
957	78	Introduction to Quantum Mechanics I	3	5.0	5.0	Bruce Mitchell
958	12	Classical Mechanics	3	1.0	1.0	Michael Davis
959	62	Calculus for Science and Engineering I	4	5.0	5.0	Carl Walker
960	96	Introduction to Complex Analysis	3	4.0	5.0	Carl Hall
961	18	Introduction to Complex Analysis	3	4.0	5.0	Charles Moore
962	95	Introduction to Nuclear and Particle Physics	3	5.0	4.0	Larry Perez
963	97	Linear Algebra	3	2.0	3.0	Howard Young
964	51	Introduction to Quantum Mechanics II	3	5.0	5.0	Dennis Turner
965	17	Introduction to Solid State Physics	3	1.0	3.0	Thomas Hernandez
966	21	Introduction to Complex Analysis	3	4.0	5.0	Mark Thompson
967	80	Introduction to Quantum Mechanics II	3	5.0	3.0	Adam Carter
968	56	Introduction to Abstract Algebra	3	5.0	5.0	Douglas Nelson
969	44	Classical Mechanics	3	1.0	1.0	Samuel Ramirez
970	68	Calculus for Science and Engineering II	4	3.0	4.0	Jack Wright
971	54	Introduction to Solid State Physics	3	1.0	2.0	Aaron White
972	73	Modern Cosmology	3	3.0	5.0	Willie Adams
973	49	General Physics II – Electricity and Magnetism	4	5.0	3.0	Alexander Phillips
974	4	Introduction to Quantum Mechanics I	3	5.0	3.0	Jeffrey Thomas
975	52	Elementary Differential Equations	3	2.0	2.0	Jerry Torres
976	21	Classical Mechanics	3	1.0	3.0	Mark Thompson
977	88	Introduction to Quantum Mechanics II	3	5.0	5.0	Randy Nelson
978	36	General Physics II – Electricity and Magnetism	4	5.0	5.0	Eric Wright
979	67	Physical Optics	3	2.0	3.0	Juan Sanchez
980	32	Introduction to Abstract Algebra	3	5.0	5.0	Ryan Hall
981	20	Introduction to Modern Physics	3	1.0	1.0	Matthew Jackson
982	22	General Physics I – Mechanics	4	4.0	3.0	Donald White
983	15	Calculus for Science and Engineering III	3	1.0	1.0	Richard Martinez
984	12	Calculus for Science and Engineering II	4	3.0	2.0	Michael Davis
985	46	Classical Mechanics	3	1.0	3.0	Frank Mitchell
986	44	Introduction to Abstract Algebra	3	5.0	3.0	Samuel Ramirez
987	32	Introduction to Quantum Mechanics II	3	5.0	5.0	Ryan Hall
988	26	Fundamentals of Analysis II	3	1.0	3.0	Brian Harris
989	16	Introduction to Modern Physics	3	1.0	2.0	Joseph Taylor
990	30	Fundamentals of Analysis I	3	4.0	4.0	Jason Walker
991	68	Calculus for Science and Engineering III	3	1.0	2.0	Jack Wright
992	78	Linear Algebra	3	2.0	4.0	Bruce Mitchell
993	56	Introduction to Complex Analysis	3	4.0	5.0	Douglas Nelson
994	93	Introduction to Complex Analysis	3	4.0	5.0	Phillip Robinson
995	49	Introduction to Quantum Mechanics II	3	5.0	3.0	Alexander Phillips
996	81	Calculus for Science and Engineering I	4	5.0	4.0	Harry Phillips
997	57	Fundamentals of Analysis I	3	4.0	5.0	Adam Baker
998	48	Introduction to Quantum Mechanics I	3	5.0	5.0	Patrick Carter
999	64	General Physics I – Mechanics	4	4.0	5.0	Ryan Hall
1000	90	Introduction to Quantum Mechanics I	3	5.0	5.0	Raymond Wilson
1001	79	General Physics I – Mechanics	4	4.0	5.0	Brandon Roberts
1002	24	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Paul Lee
1003	18	General Physics I – Mechanics	4	4.0	5.0	Charles Moore
1004	37	Calculus for Science and Engineering I	4	5.0	4.0	Stephen King
1005	0	General Relativity	3	5.0	5.0	Elizabeth White
1006	53	Elementary Differential Equations	3	2.0	4.0	Tyler Anderson
1007	73	Fundamentals of Analysis II	3	1.0	3.0	Willie Adams
1008	2	Calculus for Science and Engineering II	4	3.0	3.0	Christopher Baker
1009	52	Introduction to Quantum Mechanics II	3	5.0	3.0	Jerry Torres
1010	27	Introduction to Quantum Mechanics I	3	5.0	4.0	George Clark
1011	19	Calculus for Science and Engineering I	4	5.0	3.0	Daniel Martin
1012	31	Fundamentals of Analysis II	3	1.0	2.0	Jeffrey Perez
1013	87	Introduction to Nuclear and Particle Physics	3	5.0	5.0	Aaron Lewis
1014	36	Introduction to Abstract Algebra	3	5.0	5.0	Eric Wright
1015	60	Calculus for Science and Engineering I	4	5.0	5.0	Walter Clark
1016	53	Introduction to Modern Physics	3	1.0	3.0	Tyler Anderson
1017	85	Classical Mechanics	3	1.0	1.0	Louis Anderson
1018	17	Introduction to Quantum Mechanics II	3	5.0	5.0	Thomas Hernandez
1019	20	Calculus for Science and Engineering III	3	1.0	1.0	Matthew Jackson
1020	59	Introduction to Abstract Algebra	3	5.0	4.0	Zachary Martinez
1021	19	Elementary Differential Equations	3	2.0	2.0	Daniel Martin
1022	14	Introduction to Quantum Mechanics I	3	5.0	5.0	David Wilson
1023	22	Fundamentals of Analysis II	3	1.0	1.0	Donald White
1024	12	General Physics I – Mechanics	4	4.0	3.0	Michael Davis
1025	82	Fundamentals of Analysis I	3	4.0	3.0	Wayne Evans
1026	55	Elementary Differential Equations	3	2.0	4.0	Henry Lewis
1027	66	General Physics I – Mechanics	4	4.0	5.0	Joe Allen
1028	40	Introduction to Quantum Mechanics II	3	5.0	4.0	Justin Baker
1029	80	Fundamentals of Analysis I	3	4.0	3.0	Adam Carter
1030	70	Introduction to Nuclear and Particle Physics	3	5.0	3.0	Gerald Scott
1031	91	Introduction to Modern Physics	3	1.0	2.0	Bobby Martinez
1032	8	General Physics II – Electricity and Magnetism	4	5.0	3.0	Sharon Allen
1033	10	Calculus for Science and Engineering I	4	5.0	5.0	Patricia Brown
1034	60	Fundamentals of Analysis II	3	1.0	3.0	Walter Clark
1035	2	Laser Physics	3	4.0	4.0	Christopher Baker
1036	84	Fundamentals of Analysis II	3	1.0	3.0	Steve Torres
1037	50	Calculus for Science and Engineering III	3	1.0	2.0	Jack Evans
1038	46	Calculus for Science and Engineering III	3	1.0	3.0	Frank Mitchell
1039	26	Calculus for Science and Engineering II	4	3.0	5.0	Brian Harris
1040	97	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Howard Young
1041	4	Thermodynamics and Statistical Mechanics	3	4.0	3.0	Jeffrey Thomas
1042	6	Elementary Differential Equations	3	2.0	3.0	Amanda Anderson
1043	74	Introduction to Quantum Mechanics I	3	5.0	5.0	Lawrence Nelson
1044	0	Introduction to Quantum Mechanics II	3	5.0	5.0	Elizabeth White
1045	51	Linear Algebra	3	2.0	4.0	Dennis Turner
1046	0	Classical Mechanics	3	1.0	2.0	Elizabeth White
1047	79	Introduction to Quantum Mechanics II	3	5.0	5.0	Brandon Roberts
1048	46	Introduction to Complex Analysis	3	4.0	5.0	Frank Mitchell
1049	76	Classical Mechanics	3	1.0	3.0	Roy Ramirez
1050	23	Laser Physics	3	4.0	5.0	Steven Lopez
1051	3	General Physics I – Mechanics	4	4.0	5.0	Anthony Jones
1052	24	Calculus for Science and Engineering II	4	3.0	5.0	Paul Lee
1053	26	Classical Mechanics	3	1.0	3.0	Brian Harris
1054	75	Introduction to Modern Physics	3	1.0	1.0	Nicholas Hill
1055	56	Introduction to Modern Physics	3	1.0	3.0	Douglas Nelson
1056	74	Calculus for Science and Engineering II	4	3.0	4.0	Lawrence Nelson
1057	57	Fundamentals of Analysis II	3	1.0	2.0	Adam Baker
1058	81	Introduction to Abstract Algebra	3	5.0	4.0	Harry Phillips
1059	95	Elementary Differential Equations	3	2.0	3.0	Larry Perez
1060	8	Calculus for Science and Engineering III	3	1.0	1.0	Sharon Allen
1061	21	General Relativity	3	5.0	5.0	Mark Thompson
1062	37	Introduction to Abstract Algebra	3	5.0	4.0	Stephen King
1063	74	Introduction to Abstract Algebra	3	5.0	5.0	Lawrence Nelson
1064	96	Introduction to Abstract Algebra	3	5.0	5.0	Carl Hall
1065	83	Introduction to Complex Analysis	3	4.0	4.0	Billy Turner
1066	10	Elementary Differential Equations	3	2.0	3.0	Patricia Brown
1067	78	Fundamentals of Analysis II	3	1.0	3.0	Bruce Mitchell
1068	8	Introduction to Quantum Mechanics I	3	5.0	3.0	Sharon Allen
1069	44	Elementary Differential Equations	3	2.0	2.0	Samuel Ramirez
1070	89	Introduction to Complex Analysis	3	4.0	4.0	Eugene Baker
1071	5	Calculus for Science and Engineering III	3	1.0	2.0	Andrew White
1072	21	Calculus for Science and Engineering I	4	5.0	5.0	Mark Thompson
1073	85	Linear Algebra	3	2.0	2.0	Louis Anderson
1074	28	Elementary Differential Equations	3	2.0	3.0	Edward Lewis
1075	8	Thermodynamics and Statistical Mechanics	3	4.0	3.0	Sharon Allen
1076	6	Linear Algebra	3	2.0	3.0	Amanda Anderson
1077	10	Cosmology and the Structure of the Universe	3	2.0	3.0	Patricia Brown
1078	50	General Physics I – Mechanics	4	4.0	4.0	Jack Evans
1079	89	Laser Physics	3	4.0	4.0	Eugene Baker
1080	72	Calculus for Science and Engineering I	4	5.0	5.0	Samuel Baker
1081	51	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Dennis Turner
1082	70	Thermodynamics and Statistical Mechanics	3	4.0	3.0	Gerald Scott
1083	64	Introduction to Abstract Algebra	3	5.0	5.0	Ryan Hall
1084	59	Classical Mechanics	3	1.0	2.0	Zachary Martinez
1085	26	Physical Optics	3	2.0	4.0	Brian Harris
1086	15	Elementary Differential Equations	3	2.0	2.0	Richard Martinez
1087	5	Fundamentals of Analysis I	3	4.0	5.0	Andrew White
1088	13	General Physics I – Mechanics	4	4.0	3.0	William Miller
1089	12	Fundamentals of Analysis I	3	4.0	3.0	Michael Davis
1090	86	Calculus for Science and Engineering III	3	1.0	2.0	Jeremy White
1091	31	Introduction to Quantum Mechanics II	3	5.0	5.0	Jeffrey Perez
1092	53	Calculus for Science and Engineering II	4	3.0	5.0	Tyler Anderson
1093	91	Calculus for Science and Engineering III	3	1.0	2.0	Bobby Martinez
1094	98	Fundamentals of Analysis II	3	1.0	3.0	Eugene Allen
1095	52	Introduction to Complex Analysis	3	4.0	3.0	Jerry Torres
1096	77	Calculus for Science and Engineering III	3	1.0	3.0	Benjamin Campbell
1097	46	Introduction to Quantum Mechanics I	3	5.0	5.0	Frank Mitchell
1098	17	Fundamentals of Analysis I	3	4.0	5.0	Thomas Hernandez
1099	91	Cosmology and the Structure of the Universe	3	2.0	3.0	Bobby Martinez
1100	27	Modern Cosmology	3	3.0	3.0	George Clark
1101	69	Cosmology and the Structure of the Universe	3	2.0	4.0	Harold King
1102	73	General Physics II – Electricity and Magnetism	4	5.0	5.0	Willie Adams
1103	71	Introduction to Complex Analysis	3	4.0	5.0	Keith Green
1104	15	Introduction to Quantum Mechanics II	3	5.0	3.0	Richard Martinez
1105	57	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Adam Baker
1106	27	Calculus for Science and Engineering III	3	1.0	2.0	George Clark
1107	19	Introduction to Quantum Mechanics II	3	5.0	3.0	Daniel Martin
1108	32	Calculus for Science and Engineering III	3	1.0	2.0	Ryan Hall
1109	29	Calculus for Science and Engineering I	4	5.0	5.0	Ronald Robinson
1110	13	Cosmology and the Structure of the Universe	3	2.0	2.0	William Miller
1111	74	General Physics II – Electricity and Magnetism	4	5.0	5.0	Lawrence Nelson
1112	30	Introduction to Quantum Mechanics II	3	5.0	4.0	Jason Walker
1113	14	Calculus for Science and Engineering I	4	5.0	5.0	David Wilson
1114	22	Cosmology and the Structure of the Universe	3	2.0	2.0	Donald White
1115	4	Cosmology and the Structure of the Universe	3	2.0	2.0	Jeffrey Thomas
1116	83	Fundamentals of Analysis II	3	1.0	2.0	Billy Turner
1117	87	General Physics I – Mechanics	4	4.0	5.0	Aaron Lewis
1118	40	Elementary Differential Equations	3	2.0	3.0	Justin Baker
1119	33	Introduction to Nuclear and Particle Physics	3	5.0	5.0	Jacob Young
1120	69	Linear Algebra	3	2.0	4.0	Harold King
1121	55	Fundamentals of Analysis I	3	4.0	5.0	Henry Lewis
1122	17	Introduction to Abstract Algebra	3	5.0	5.0	Thomas Hernandez
1123	30	Introduction to Modern Physics	3	1.0	2.0	Jason Walker
1124	3	Modern Cosmology	3	3.0	4.0	Anthony Jones
1125	52	Linear Algebra	3	2.0	2.0	Jerry Torres
1126	22	Introduction to Quantum Mechanics II	3	5.0	3.0	Donald White
1127	3	Introduction to Complex Analysis	3	4.0	5.0	Anthony Jones
1128	49	Physical Optics	3	2.0	2.0	Alexander Phillips
1129	30	Fundamentals of Analysis II	3	1.0	2.0	Jason Walker
1130	30	Introduction to Complex Analysis	3	4.0	4.0	Jason Walker
1131	58	Introduction to Complex Analysis	3	4.0	5.0	Nathan Wilson
1132	93	General Physics I – Mechanics	4	4.0	5.0	Phillip Robinson
1133	7	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Timothy Carter
1134	7	Calculus for Science and Engineering II	4	3.0	4.0	Timothy Carter
1135	66	Classical Mechanics	3	1.0	2.0	Joe Allen
1136	19	Introduction to Abstract Algebra	3	5.0	3.0	Daniel Martin
1137	98	Classical Mechanics	3	1.0	3.0	Eugene Allen
1138	36	Cosmology and the Structure of the Universe	3	2.0	3.0	Eric Wright
1139	23	Calculus for Science and Engineering II	4	3.0	5.0	Steven Lopez
1140	17	Thermodynamics and Statistical Mechanics	3	4.0	5.0	Thomas Hernandez
1141	49	Fundamentals of Analysis I	3	4.0	3.0	Alexander Phillips
1142	55	Fundamentals of Analysis II	3	1.0	3.0	Henry Lewis
1143	92	General Physics II – Electricity and Magnetism	4	5.0	5.0	Johnny Clark
1144	75	Physical Optics	3	2.0	2.0	Nicholas Hill
1145	18	Classical Mechanics	3	1.0	3.0	Charles Moore
1146	31	Introduction to Complex Analysis	3	4.0	5.0	Jeffrey Perez
1147	86	Calculus for Science and Engineering I	4	5.0	4.0	Jeremy White
1148	43	Calculus for Science and Engineering III	3	1.0	2.0	Benjamin Hill
1149	78	Introduction to Complex Analysis	3	4.0	5.0	Bruce Mitchell
1150	55	Introduction to Quantum Mechanics II	3	5.0	5.0	Henry Lewis
1151	18	Calculus for Science and Engineering II	4	3.0	5.0	Charles Moore
1152	97	Introduction to Modern Physics	3	1.0	2.0	Howard Young
1153	70	General Physics I – Mechanics	4	4.0	3.0	Gerald Scott
1154	2	Introduction to Quantum Mechanics I	3	5.0	4.0	Christopher Baker
1155	35	General Relativity	3	5.0	5.0	Nicholas Sanchez
1156	27	Linear Algebra	3	2.0	3.0	George Clark
1157	13	Introduction to Abstract Algebra	3	5.0	3.0	William Miller
1158	93	Modern Cosmology	3	3.0	5.0	Phillip Robinson
1159	53	Modern Cosmology	3	3.0	5.0	Tyler Anderson
1160	40	Introduction to Abstract Algebra	3	5.0	4.0	Justin Baker
1161	59	Introduction to Complex Analysis	3	4.0	4.0	Zachary Martinez
1162	51	General Physics I – Mechanics	4	4.0	5.0	Dennis Turner
1163	41	Physical Optics	3	2.0	2.0	Scott Adams
1164	55	Calculus for Science and Engineering I	4	5.0	5.0	Henry Lewis
1165	21	Introduction to Quantum Mechanics II	3	5.0	5.0	Mark Thompson
1166	63	Modern Cosmology	3	3.0	3.0	Arthur Perez
1167	85	Introduction to Complex Analysis	3	4.0	3.0	Louis Anderson
1168	87	General Physics II – Electricity and Magnetism	4	5.0	5.0	Aaron Lewis
1169	30	Modern Cosmology	3	3.0	3.0	Jason Walker
1170	69	Introduction to Abstract Algebra	3	5.0	5.0	Harold King
1171	34	Introduction to Abstract Algebra	3	5.0	5.0	Gary Allen
1172	50	Thermodynamics and Statistical Mechanics	3	4.0	4.0	Jack Evans
1173	34	Introduction to Quantum Mechanics I	3	5.0	5.0	Gary Allen
1174	72	Calculus for Science and Engineering III	3	1.0	3.0	Samuel Baker
1175	72	Introduction to Nuclear and Particle Physics	3	5.0	5.0	Samuel Baker
1176	97	Classical Mechanics	3	1.0	2.0	Howard Young
1177	42	Introduction to Complex Analysis	3	4.0	4.0	Brandon Nelson
1178	11	Introduction to Nuclear and Particle Physics	3	5.0	5.0	Robert Johnson
1179	84	Modern Cosmology	3	3.0	5.0	Steve Torres
1180	17	Introduction to Complex Analysis	3	4.0	5.0	Thomas Hernandez
1181	74	Physical Optics	3	2.0	3.0	Lawrence Nelson
1182	51	Introduction to Solid State Physics	3	1.0	3.0	Dennis Turner
1183	68	Introduction to Modern Physics	3	1.0	2.0	Jack Wright
1184	79	Introduction to Modern Physics	3	1.0	3.0	Brandon Roberts
1185	1	Elementary Differential Equations	3	2.0	4.0	Jennifer Jones
1186	84	Fundamentals of Analysis I	3	4.0	5.0	Steve Torres
1187	96	Elementary Differential Equations	3	2.0	4.0	Carl Hall
1188	17	Calculus for Science and Engineering III	3	1.0	3.0	Thomas Hernandez
1189	28	Physical Optics	3	2.0	3.0	Edward Lewis
1190	79	Fundamentals of Analysis I	3	4.0	5.0	Brandon Roberts
1191	9	Calculus for Science and Engineering I	4	5.0	5.0	John Smith
1192	13	Calculus for Science and Engineering III	3	1.0	1.0	William Miller
1193	24	Introduction to Quantum Mechanics I	3	5.0	5.0	Paul Lee
1194	27	Laser Physics	3	4.0	4.0	George Clark
1195	36	Linear Algebra	3	2.0	3.0	Eric Wright
1196	12	Introduction to Quantum Mechanics II	3	5.0	3.0	Michael Davis
1197	89	Introduction to Quantum Mechanics I	3	5.0	4.0	Eugene Baker
